call_id,rep_id,rep_name,rep_region,npi,call_date,call_type,detailing_topic,outcome
CALL3001451,REP001,Alice Carter,East,1800000110,2025-10-25,Phone Call,Co-pay Assistance Program,Favorable
CALL3001452,REP005,Ethan Hunt,Northeast,1800000067,2025-06-11,Phone Call,Co-pay Assistance Program,Favorable
CALL3001453,REP004,Diana Prince,Midwest,1800000035,2025-05-23,Phone Call,Clinical Trials Data,Neutral
CALL3001454,REP002,Bob Mendez,West,1800000203,2025-11-14,Email Follow-up,Market Access & Formulary Update,Favorable
CALL3001455,REP001,Alice Carter,East,1800000023,2025-05-25,Virtual Video,Market Access & Formulary Update,Favorable
CALL3001456,REP002,Bob Mendez,West,1800000248,2025-09-05,Virtual Video,Co-pay Assistance Program,Unfavorable
CALL3001457,REP005,Ethan Hunt,Northeast,1800000098,2025-10-01,Email Follow-up,Co-pay Assistance Program,High Interest
CALL3001458,REP004,Diana Prince,Midwest,1800000107,2025-01-14,In-Person,Efficacy Profile,Busy - Left Materials
CALL3001459,REP003,Charlie Vance,South,1800000087,2025-09-27,Email Follow-up,Co-pay Assistance Program,High Interest
CALL3001460,REP001,Alice Carter,East,1800000089,2025-01-15,Virtual Video,Co-pay Assistance Program,Neutral
CALL3001461,REP003,Charlie Vance,South,1800000142,2025-02-22,In-Person,Efficacy Profile,Busy - Left Materials
CALL3001462,REP004,Diana Prince,Midwest,1800000168,2025-01-16,Phone Call,Clinical Trials Data,Busy - Left Materials
CALL3001463,REP004,Diana Prince,Midwest,1800000169,2025-04-06,In-Person,Safety & Tolerability,Busy - Left Materials
CALL3001464,REP001,Alice Carter,East,1800000011,2025-10-03,Phone Call,Safety & Tolerability,Unfavorable
CALL3001465,REP001,Alice Carter,East,1800000235,2025-01-13,Email Follow-up,Safety & Tolerability,Unfavorable
CALL3001466,REP005,Ethan Hunt,Northeast,1800000230,2025-04-30,Email Follow-up,Market Access & Formulary Update,Favorable
CALL3001467,REP002,Bob Mendez,West,1800000109,2025-10-27,In-Person,Efficacy Profile,Unfavorable
CALL3001468,REP005,Ethan Hunt,Northeast,1800000186,2025-09-13,Email Follow-up,Safety & Tolerability,High Interest
CALL3001469,REP005,Ethan Hunt,Northeast,1800000026,2025-07-16,Virtual Video,Efficacy Profile,Unfavorable
CALL3001470,REP001,Alice Carter,East,1800000111,2025-06-19,In-Person,Clinical Trials Data,Unfavorable
CALL3001471,REP001,Alice Carter,East,1800000008,2025-05-19,Email Follow-up,Safety & Tolerability,High Interest
CALL3001472,REP003,Charlie Vance,South,1800000051,2025-06-19,Email Follow-up,Efficacy Profile,High Interest
CALL3001473,REP005,Ethan Hunt,Northeast,1800000054,2025-06-19,Email Follow-up,Efficacy Profile,Busy - Left Materials
CALL3001474,REP001,Alice Carter,East,1800000231,2025-04-06,In-Person,Efficacy Profile,Neutral
CALL3001475,REP003,Charlie Vance,South,1800000241,2025-12-05,Phone Call,Efficacy Profile,High Interest
CALL3001476,REP005,Ethan Hunt,Northeast,1800000116,2025-09-28,In-Person,Efficacy Profile,Neutral
CALL3001477,REP002,Bob Mendez,West,1800000151,2025-11-07,Phone Call,Safety & Tolerability,Favorable
CALL3001478,REP002,Bob Mendez,West,1800000091,2025-06-27,Phone Call,Safety & Tolerability,Favorable
CALL3001479,REP003,Charlie Vance,South,1800000156,2025-03-29,Virtual Video,Safety & Tolerability,High Interest
CALL3001480,REP002,Bob Mendez,West,1800000174,2025-06-04,Virtual Video,Efficacy Profile,Favorable
CALL3001481,REP003,Charlie Vance,South,1800000132,2025-12-03,Virtual Video,Safety & Tolerability,High Interest
CALL3001482,REP002,Bob Mendez,West,1800000103,2025-11-19,In-Person,Safety & Tolerability,Favorable
CALL3001483,REP002,Bob Mendez,West,1800000126,2025-08-05,In-Person,Co-pay Assistance Program,Busy - Left Materials
CALL3001484,REP003,Charlie Vance,South,1800000077,2025-09-12,Virtual Video,Efficacy Profile,Unfavorable
CALL3001485,REP005,Ethan Hunt,Northeast,1800000027,2025-03-03,In-Person,Clinical Trials Data,Unfavorable
CALL3001486,REP001,Alice Carter,East,1800000207,2025-10-13,Email Follow-up,Clinical Trials Data,Busy - Left Materials
CALL3001487,REP004,Diana Prince,Midwest,1800000136,2025-06-06,Phone Call,Safety & Tolerability,Favorable
CALL3001488,REP003,Charlie Vance,South,1800000164,2025-11-30,Virtual Video,Safety & Tolerability,Neutral
CALL3001489,REP004,Diana Prince,Midwest,1800000132,2025-06-02,Virtual Video,Clinical Trials Data,High Interest
CALL3001490,REP001,Alice Carter,East,1800000174,2025-02-07,In-Person,Safety & Tolerability,Favorable
CALL3001491,REP004,Diana Prince,Midwest,1800000223,2025-02-12,Virtual Video,Clinical Trials Data,Favorable
CALL3001492,REP004,Diana Prince,Midwest,1800000181,2025-06-17,In-Person,Clinical Trials Data,High Interest
CALL3001493,REP003,Charlie Vance,South,1800000016,2025-04-23,Virtual Video,Co-pay Assistance Program,High Interest
CALL3001494,REP001,Alice Carter,East,1800000102,2025-05-01,Email Follow-up,Market Access & Formulary Update,Neutral
CALL3001495,REP003,Charlie Vance,South,1800000175,2025-08-19,Virtual Video,Clinical Trials Data,Favorable
CALL3001496,REP003,Charlie Vance,South,1800000228,2025-05-04,In-Person,Safety & Tolerability,Neutral
CALL3001497,REP002,Bob Mendez,West,1800000207,2025-08-10,In-Person,Safety & Tolerability,Busy - Left Materials
CALL3001498,REP002,Bob Mendez,West,1800000048,2025-03-07,Email Follow-up,Market Access & Formulary Update,Unfavorable
CALL3001499,REP002,Bob Mendez,West,1800000242,2025-08-19,Virtual Video,Market Access & Formulary Update,Busy - Left Materials
